n	allocate	freeUp	freeDown	freeScattered
1311	8583.02	1864.85	7545.05	2348.9
1312	8567.32	1899.87	7544.65	2444.83
1313	8564.46	1814.1	7556.03	2452.3
1314	8637.27	1996.02	7696	2540.17
1315	8580.72	1991.12	7618.45	2505.33
1316	8513.36	1776.05	7530.05	2496.92
1317	8383.8	1846.59	7181.21	2537.46
1318	8623.74	1930.26	7356.14	2457.37
1319	8489.08	1763.82	7410.37	2321.84
1320	8512.23	1791.7	7719.52	2323.11
1321	8559.62	1791.85	7575.39	2456.18
1322	8679.96	1972.72	7621.63	2381.34
1323	8579.72	1860.73	7806.64	2271.18
1324	8686.58	1977.56	7774.72	2291.65
1325	8716	2000.61	7728.44	2289.07
1326	8703.85	2008.27	8074.94	2297.44
1327	8711.15	1961.57	7717.91	2363.97
1328	8627.41	1990.99	7950.78	2457.31
1329	8609.78	1999.55	8211.85	2457.12
1330	8557.59	1868.88	7827.73	2378.41
1331	8566.22	1792.06	7918.59	2293.46
1332	8586.3	1904.22	8058.11	2323.55
1333	8587.37	1908.52	7681.53	2299.41
1334	8613.47	1833.57	7808.83	2280.01
1335	8639	1963.13	7564.67	2306.18
1336	8653.78	1953.3	7735.65	2291.73
1337	8828.92	2008.4	7995.13	2502.05
1338	8815.21	2020.1	7862.99	2524.13
1339	8771.73	1945.72	8216.6	2551.03
1340	8716.45	1842.97	7947.13	2500.31
1341	8921.07	2036.53	7944.28	2345.06
1342	8804.61	2001.86	7726.88	2333.11
1343	8800.82	2027.36	7880.41	2458.67
1344	8819.57	2008.93	8266.2	2530.86
1345	8712.35	1803.72	7862.4	2526.12
1346	8783.9	2001.94	7785.42	2381.61
1347	8737.22	1946.85	8077.51	2505.18
1348	8629.83	1777.02	8134.63	2553.38
1349	8729.78	1995.09	7905.43	2552.04
1350	8642.61	1952.56	8023.3	2549.48
1351	8440.67	1875.14	8024.56	2517
1352	8684.27	1790.59	7903.31	2454.26
1353	8776.18	1907.1	7971.03	2333.41
1354	8816.22	1908.84	7762.1	2375.61
1355	8775.86	1944.22	7763.88	2547.79
1356	8828.67	1853.89	8046.32	2585.8
1357	8723.27	1896.47	7810.99	2508.94
1358	8817.08	1843.65	7590.59	2449.69
1359	8772.64	1782.68	7687.55	2343.35
1360	8805.03	1943.64	7722.38	2321.13
1361	8816.14	1794.59	7752.55	2299.49
1362	8790.49	1805.64	7689.49	2328.37
1363	8877.6	2027.5	7835.37	2352.2
1364	8821.39	1821.04	7603.96	2321.05
1365	8820.91	1918.08	7741.64	2347.81
1366	8827.85	1927.87	7770.68	2349.83
1367	8864.79	1915.13	7651.08	2359.92
1368	8785.6	1845.6	7825.06	2345.42
1369	8905.97	1888.33	8009.77	2391.36
1370	9030.82	1967.63	7873.99	2405.38
1371	8944.98	2021.1	7876.28	2392.39
1372	9015.41	2079.44	7889.01	2390.92
1373	9073.91	2080.67	8081.73	2371.63
1374	8987.2	2031.57	8055.35	2383.53
1375	8947.84	1974.53	8028.71	2407.15
1376	9006.31	2034.01	8194.86	2381.31
1377	8953	2030.66	8227.99	2351.21
1378	8922.54	1943.11	8232.72	2565.55
1379	8949.34	2036.06	7890.91	2380.61
1380	9017.38	2065.23	7893.07	2398.67
1381	9031.26	2045.04	7879.35	2367.83
1382	8965.7	2080.81	7900.44	2441.95
1383	8962.84	1922.55	8198.44	2569.15
1384	8990	2017.57	7758.35	2568.79
1385	9043.69	2035.63	7929.03	2384.21
1386	9095.3	2127.36	7855.72	2448.45
1387	9114.73	2097.8	8121.71	2572.67
1388	9098.78	2099.86	8070.89	2662.27
1389	9065.28	2095.72	8116.12	2615.17
1390	9053.76	2066.79	7916.23	2501.62
1391	9066.63	2020.53	8013.66	2612.95
1392	8960.93	1987.89	8171.91	2648.11
1393	9035.31	2022.81	8182.62	2658.37
1394	9009.64	1937.61	8313.6	2641
1395	9069.37	1915.48	8195.96	2416.78
1396	9020.8	2044.31	7983.33	2575.79
1397	9021.59	1997	8111.37	2662.99
1398	9059.03	1845.85	8115.47	2648.23
1399	9056.03	1861.78	8354.66	2692.38
1400	9055.08	1855.98	8046.35	2656.84
1401	9120.7	1845.62	8269.26	2627.66
1402	9106.69	1994.94	8487.19	2449.43
1403	9132.62	2019.88	8257.87	2660.66
1404	9085.72	1943.61	8234.9	2618.53
1405	9131	1850.7	8278.95	2670.44
1406	9036.59	1970.12	8379.55	2690.58
1407	9057.4	1854.1	8125.33	2658.17
1408	9043.63	1851.63	8202.18	2570.88
1409	9170.82	2088.21	8319.99	2500.81
1410	9104.57	1979.8	8094.65	2395.93
1411	9228.52	2111.31	8138.23	2459.87
1412	9184.81	2125.03	8182.9	2607.05
1413	9128.48	2010.41	8238.38	2581.41
1414	9078.77	1878.66	8040.16	2611.61
1415	9133.4	2023.43	7993.1	2613.02
1416	9133.65	1994.61	7939.16	2521.61
1417	9167.63	1930.84	8008.17	2384.89
1418	9169.61	1855.39	7976.24	2624.56
1419	9207.81	1923.35	8224.81	2425.35
1420	9130.85	2025.48	8275.92	2417.56
1421	9242.19	1999.42	7962.94	2383.56
1422	9226.3	2049.48	8191.58	2409.39
1423	9213.35	1928.41	8066.82	2388.28
1424	9243.94	2011.97	8075.11	2455.77
1425	9182.54	2022.13	8181.17	2524.93
1426	9188.07	2012.92	8336.49	2389.16
1427	9243.04	1951.54	8087.16	2410.15
1428	9245.65	1986.77	8154.68	2407.23
1429	9205.2	2053.39	8383.72	2634.6
1430	9179.32	2044.3	8288.96	2630.88
1431	9335.03	2123.71	8281.39	2520.11
1432	9251.92	1892.72	8225.47	2377.05
1433	9311.04	1877.96	8470.56	2682.11
1434	9391.62	2085.53	8445.33	2612.59
1435	9241.36	1963.08	8445.42	2656.44
1436	9311.64	1970.62	8375.2	2617.58
1437	9271.79	1877.19	8441.6	2608.09
1438	9290.7	2023.18	8576.28	2701.33
1439	9264.6	1888.83	8641.88	2667.58
1440	9275.36	1953.88	8673.22	2422.71
1441	9305.09	2050.36	8450.03	2492.72
1442	9241.11	1887.1	8233.68	2653.88
1443	9210.22	1872.99	8781.13	2652.2
1444	9094.23	1873.89	8291.49	2535.52
1445	9275.56	2011.72	8373.16	2629.04
1446	9380.71	2092.57	8678.73	2627.98
1447	9384.36	2087.69	8353.91	2618.02
1448	9090.63	1975.55	8658.54	2431.3
1449	9405.56	1968.08	8572.65	2661.48
1450	9429.03	1897.44	8441.33	2583.88
1451	9358.51	1902.83	8464.69	2418.21
1452	9390.19	2035.58	8769.2	2640.2
1453	9441.18	2106.74	8580.18	2601.95
1454	9474.37	2108.62	8368.04	2627.13
1455	9395.63	1935.03	8355.42	2408.82
1456	9416.23	2015	8336.88	2393.9
1457	9378.4	1898.79	8434.33	2430.31
1458	9418.06	1901.11	8519.89	2400.59
1459	9273.02	1943.52	8491.29	2386.66
1460	9510.9	2152.24	8609.04	2401.76
1461	9396.08	2102.16	8282.31	2406.41
1462	9462.96	2119.29	8512.96	2402.44
1463	9425.87	2055.37	8238.16	2413.48
1464	9349.27	2009.31	8519.83	2447.08
1465	9507.84	2141.82	8402.6	2443.11
1466	9580.82	2088.95	8486.29	2471.04
1467	9574.76	2183.56	8337.45	2453.78
1468	9461.66	2095.01	8298.19	2544.38
1469	9443.22	1930.52	8700.14	2479.96
1470	9450.62	1979.49	8451.7	2541.11
1471	9469.55	1934.17	8359.98	2658.48
1472	9484.27	2098.77	8344.37	2454.4
1473	9506.32	2072.91	8361.85	2703.33
1474	9422.79	1981.29	8649.02	2719.31
1475	9580.89	2167.77	8237.84	2677.62
1476	9529.92	2133.51	8370.5	2627.88
1477	9424.82	2048.53	8360	2468.08
1478	9588.46	2205.62	8543.26	2470.03
1479	9505.29	1916.56	8575.3	2562.29
1480	9490.68	1930.97	8639.73	2666.33
1481	9685.83	2153.19	8865.83	2431.58
1482	9659.13	2158.04	8900.78	2660.65
1483	9608.98	2128.77	8611.36	2652.55
1484	9645.23	2126.15	8681.55	2661
1485	9660.6	2159.11	8640.9	2541.03
1486	9635.08	2120.14	8457.64	2440.28
1487	9597.84	2039.24	8532.49	2442.02
1488	9599.53	1921.79	8402.44	2459.69
1489	9606.1	1901.18	8534.82	2460.8
1490	9631.49	2097.47	8480.5	2448.73
1491	9587.48	2123.76	8634.97	2473.4
1492	9624.49	2101.23	8643.08	2454.49
1493	9596.45	2083.05	8333.53	2453.93
1494	9545.03	1939.96	8636.3	2482.08
1495	9513.34	1933.22	8956.33	2443.68
1496	9609.03	2070.86	8849.15	2467.95
1497	9624.5	2052.71	9113.77	2549.05
1498	9680.11	2084.6	8719.18	2739.52
1499	9725.77	2154.4	9075.26	2601.42
1500	9802.69	2208.06	8598.86	2782.14
1501	9657.28	2024.24	8540.02	2742.41
1502	9693.06	2057.27	8811.94	2538.57
1503	9655.08	2106.84	8990.15	2528.61
1504	9720.7	2158.37	8646.76	2755.89
1505	9731.63	2183.26	8682.41	2725.32
1506	9815.91	2226.35	8866	2759.23
1507	9656.95	2014.48	8754.81	2748.85
1508	9717.76	2051.85	8849.98	2737.33
1509	9791.76	2227.41	8602.85	2646.4
1510	9788.79	2174.43	8736.95	2740.82
1511	9732.34	2164.13	8924.74	2533.57
1512	9745.97	2117.08	9017.08	2826.11
1513	9709.64	2204.82	8862.69	3170.12
1514	9770.52	2034.28	8496.58	3175.26
1515	9842.19	2211.13	8688.58	3222.16
1516	9863.6	2228.65	8756.44	3160.03
1517	9930.48	2268.63	8808.31	3123.81
1518	9874.88	2240.21	8895.12	3165.22
1519	9797.87	2176.98	8921.64	3095.27
1520	9775.32	2049.78	8931.58	3134.03
1521	9770.85	2123.68	8756.57	2967.01
1522	9753.94	2001.09	8844.38	2915.84
1523	9737.63	2025.48	8750.55	3132.86
1524	9937.4	2289.85	8651.81	3028.52
1525	9803.73	2175	8721	3180.67
1526	9781.99	2008.87	8674.82	3020.16
1527	9731.42	2045.93	8636.89	2958.99
1528	9822.06	2244.19	8823.58	2887.28
1529	9926.78	2170.91	8943.97	2541.74
1530	9951.39	2183.83	8718.65	2562.14
1531	9853.04	1985.78	8788.82	2566.54
1532	9894.08	2074.7	8609.55	2573.37
1533	9981.83	2207.77	8887.64	2558.22
1534	9984.85	2168.44	9392.8	2558.89
1535	10041.4	2261.43	8921.39	2518.84
1536	10152.3	2294.81	8881.09	2763.14
1537	10031.5	2253.78	8986.11	2810.21
1538	9868.29	1985.69	9008.72	2763.79
1539	9855.27	2082.58	9182.02	2766.06
1540	9905.95	2088.96	8907.9	2730.91
1541	9867.18	1984.08	8981.14	2528.2
1542	9886.85	1976.05	9088.46	2546.84
1543	10094.9	2253.35	9066.41	2554.89
1544	9905	2128.76	9063.5	2722.95
1545	10183.8	2281.67	9524.65	2599.17
1546	9954.54	2049.26	8759.89	2736.82
1547	9943.31	1986.24	9175.34	2547.64
1548	10163.1	2341.88	8694.13	2798.42
1549	10123.3	2271.44	8734.27	2774.37
1550	10168.3	2308.4	8783.36	2787.15
1551	10021.3	2251.81	8778.88	2783.41
1552	10091.7	2283.83	8615.79	2779.79
1553	9859.96	1987.88	8770.32	2819.66
1554	9996.73	2187.16	9102.23	2741.45
1555	10010.8	2199.72	8803.11	2776.59
1556	10019	2121.34	9137.49	2770.51
1557	10046.9	2216.52	8988.13	2727.39
1558	10016.1	2053.2	9277.6	2790.69
1559	10026.6	2013.05	9093.2	2725.22
1560	9980.7	2084.63	8967.38	2735.23
1561	10101.9	2138.61	9441.56	2635.01
1562	10122.1	2216.02	9185.04	2575.78
1563	10052.4	2129.9	9078.66	2576.19
1564	10101	2228.64	9224.77	2650.98
1565	10077.3	2005.39	9060.85	2815.33
1566	10104.9	2084.21	9361.19	2664.7
1567	9973.29	2181.28	9225.2	2565.58
1568	10106.1	2159.71	9126.65	2808.06
1569	10007.3	2046.51	8888.42	2735.86
1570	10088.4	2233.2	9082.93	2843.95
1571	10255.5	2377.63	8883.13	2576.7
1572	10025.4	2166.82	8951.9	2843.12
1573	9998.19	2208.4	9024.73	2833.04
1574	10041.1	1993.16	8945.99	2610.39
1575	10048.1	2108.29	9103.5	2597.71
1576	10177.4	2259.27	8930.52	2700.18
1577	10302.6	2277.14	8951.29	2876.21
1578	10016.9	2204.53	9021.51	2859.36
1579	10192.9	2255.38	8942.34	2862.35
1580	10181.1	2233.37	9142.55	2857.37
1581	10093.3	2088.01	9336.03	2779.42
1582	10125.7	2026.23	9120.76	2823.42
1583	10181.7	2213.62	9104.54	2586.96
1584	10176.9	2164.58	9008.48	2846.57
1585	10118.1	2231.56	8989.82	2869.69
1586	10283.3	2264.45	8823.41	2661.23
1587	10192.2	2187.13	8587.26	2892.72
1588	10237.1	1991.07	8811.08	2785.9
1589	10210.3	2090.16	9029.72	2758.4
1590	10187.2	2099.81	8843.09	2817.3
1591	10182.8	2220.71	8742.03	2785.27
1592	10269.4	2252.98	8727.16	2808.99
1593	10250.9	2161.18	9176.01	2670.73
1594	10407.7	2284.19	9024.13	2742.59
1595	10301.9	2243.02	9214.97	2618.05
1596	10213.7	2199.3	9075.15	2590.85
1597	10263.4	2134.07	9218.15	2839.05
1598	10170.3	2054.34	8896.32	2800.4
1599	10189.2	2008.46	8870.2	2848
1600	10179.7	2114.6	8767.44	2744.61
1601	10331.9	2256.07	8848.97	2810.39
1602	10417.9	2246.93	9036.63	2588.84
1603	10561.5	2251.43	8907.77	2579.89
1604	10285.8	2154.76	9074.93	2598.27
1605	10235	2078.11	8999.66	2892.69
1606	10390	2214.61	8942.44	2834.23
1607	10252.2	2114.47	8926.8	2636.36
1608	10162.7	2174.46	8932.71	2615.8
1609	10659.4	2304.72	8975.13	2615.97
1610	10539.4	2237.8	8863.58	2692.1
1611	10510.7	2168.8	9226.36	2847.66
1612	10516.5	2230.36	9016.42	2852.34
1613	10449.4	2200.58	8603.33	2757.53
1614	10423.3	2170.17	9028.58	2832.08
1615	10619.9	2248.17	9058.48	2864.95
1616	10330.4	2152.22	9475.93	2873.11
1617	10506.6	2210.58	9264.27	2859.24
1618	10400.1	2211.24	9403.48	2573.36
1619	10279.8	2190.64	9211.65	2730.95
1620	10508.3	2213.16	9836.26	2605.09
1621	10361.7	2178	9326.43	2604.09
1622	10422.5	2226.73	9318.77	2867.78
1623	10376	2193.22	9284.96	2873.85
1624	10354.1	2042.03	9468.03	2847.1
1625	10461.1	2266.88	9877.21	2930.55
1626	10467.8	2234.55	9650.87	2667.47
1627	10487.2	2281.9	9504.2	2897.85
1628	10412.3	2180.96	9425.79	2638.78
1629	10363.3	2176.62	9480.45	2868.12
1630	10503.7	2311.78	9503.17	2781.54
1631	10505.6	2245.87	9809.41	2730.8
1632	10454.5	2298.62	9436.43	2865.1
1633	10440.9	2189.57	9789.97	2904.62
1634	10467.2	2127.76	9926.87	2929.98
1635	10588.7	2355.33	9750.58	2890.11
1636	10555.6	2314.77	9616.04	2898.07
1637	10513.8	2283.42	9566.42	2871.88
1638	10178.7	2102.42	9395.46	2718.47
1639	10531.2	2189.52	9897.16	2877.32
1640	10438.4	2069.95	9592.61	2869.33
1641	10609.9	2314.24	9543.94	2904.73
1642	10589.3	2262.91	10080	2895.52
1643	10629.5	2329.02	9208.38	2809.31
1644	10625.4	2296.02	9798.54	2676.42
1645	10680	2337.09	9791.71	2860.17
1646	10662.3	2360.93	9580.36	2953.56
1647	10591.7	2237.9	9695.68	2991.33
1648	10556.1	2263.13	9446.73	2942.53
1649	10341.4	2259.72	9571.63	2963.69
1650	10688.4	2305.44	9578.13	3000.23
1651	10605.8	2278.16	9598.44	2989.29
1652	10563.6	2322.98	9706.28	2996.12
1653	10594.1	2264.33	9704.64	2782.23
1654	10627	2315.62	9413.37	2990.24
1655	10634.1	2326.9	9585.32	2964.12
1656	10597.7	2296.67	10113.7	2965.09
1657	10571.4	2206.64	9684.62	2900.7
1658	10710.2	2336.18	9518.86	2897.73
1659	10662.4	2315.99	9598.55	2955.46
1660	10634.5	2134.6	10188.4	2942.3
1661	10744.9	2338.58	9300.97	2792.13
1662	10642.9	2249.86	9717.63	2863.98
1663	10617.3	2225.89	9319.38	2648.62
1664	10653.7	2069.74	9394.49	2711.95
1665	10683.4	2210.99	9444.28	2766.56
1666	10825.3	2362.55	9716.6	2849.56
1667	10716.6	2288.42	9641.65	2887.82
1668	10613.7	2119.05	10005.3	2849.15
1669	10702.4	2234.24	9482.64	2888.38
1670	10799.7	2361.49	9421.5	2880.87
1671	10737	2251.57	9568.45	2627.49
1672	10635.8	2058.8	9512.99	2941.53
1673	10783.9	2168.7	9534.66	2882.15
1674	10721.2	2091.43	9594.72	2901.56
1675	10795.7	2376.22	9436.09	2898.17
1676	10664.2	2145.56	9821.98	2636.99
1677	10338.6	2130.18	9515.62	2620.36
1678	10701	2306.14	9606.69	2639.33
1679	10866.6	2375.64	9530.44	2632.42
1680	10862	2340.83	9532.27	2637.48
1681	10779.4	2330.61	9985.99	2664.58
1682	10715.1	2243.92	9667.72	2641.03
1683	10792.8	2336.33	9730.78	2675.3
1684	10729.5	2229.33	10018.1	2893.08
1685	10883.1	2318.99	9628.36	2923.8
1686	10699.9	2187.22	9451.41	2771.06
1687	10767.2	2261.22	9542.01	2628.51
1688	10649.6	2228.55	9468.05	2730.87
1689	10949.8	2354.93	10121.9	2951.05
1690	10749.6	2171.66	10010.8	2958.06
1691	10845.2	2125.54	9700.97	2884.96
1692	10886.2	2186.96	10058.1	3001.41
1693	10942.6	2319.8	10214.9	2919.55
1694	10983.5	2316.08	9790.14	2993.49
1695	10778.2	2110.19	9911.09	2967.34
1696	10815.3	2096.66	9843.91	2948.24
1697	10606.5	2093.97	9956.83	2935.46
1698	10852.7	2144.97	10144	2684.95
1699	10892.4	2278.91	9871.43	2923.53
1700	10833.7	2320.24	9729.8	2985.49
1701	10742.6	2283.44	9578.04	2923.92
1702	10648.4	2141.49	9590.68	2658.58
1703	10729.4	2194.22	9674.2	2660.77
1704	10734.2	2118.99	9639.86	2676.78
1705	10867.5	2098.81	9690.34	2673.45
1706	10917.9	2286.3	9760.31	2907.32
1707	10930	2214.36	9592.29	3034.97
1708	11000.7	2363.63	9597.13	2674.86
1709	11002.2	2360.55	9593.43	2937.85
1710	10945.7	2363.99	9559.33	2684.85
1711	11000.7	2338.3	9589.61	2928.52
1712	10933.5	2296.23	9701.18	2647.35
1713	11112.4	2403.52	10174.5	2824.74
1714	10950.1	2319.88	9822.48	2870.12
1715	10974.3	2303.69	9749.6	2887.92
1716	10937	2301.6	10215.3	2873.42
1717	10986.8	2309.17	9897.19	2885.14
1718	11015.3	2303.86	9932.69	2926.06
1719	10918.1	2148.9	9885.24	2659.31
1720	11008.8	2213.87	10288.2	2665.59
1721	11160	2415.7	9862.84	2697.23
1722	11218.3	2422.03	10293	2703.88
1723	11134.9	2399.05	9869.38	2970.68
1724	11246.9	2414.85	9765.47	2850.88
1725	11093	2368.04	9910.97	2862.62
1726	11097.7	2370.8	10013.1	2989.88
1727	10890.1	2205.97	10431.6	2697.1
1728	11018.5	2297.02	10571.5	2933.58
1729	10964.6	2309.32	10222.7	2705
1730	11044.3	2323.56	9911.81	2940.13
1731	11091.6	2266.85	9914.86	2944.88
1732	11014.4	2193.43	10494.1	2985.24
1733	11038.5	2127.97	10188.6	2976.66
1734	11008.5	2169.36	10432.7	2732.92
1735	11060.3	2336.02	10582.8	2975.88
1736	11031.2	2359.44	9975.47	3034.39
1737	11226.6	2349.83	10023.3	2686.97
1738	11139.9	2315.8	9722.51	2926.09
1739	11186.2	2385.94	9910.3	2723.26
1740	11222.4	2343.48	9833.23	2861.22
1741	11213.8	2317.14	9838.49	2940.68
1742	11251.7	2399.05	10040.8	3012.04
1743	11209.7	2363.13	9843.51	2683.93
1744	11221.5	2364.2	10064.1	2872.98
1745	11109.5	2154.3	10461.8	2770.45
1746	11283.8	2390.43	9944.89	2925.68
1747	11298.3	2431.27	10050.6	2904.44
1748	11361	2463.21	10549.4	2967.73
1749	11158.7	2288.32	9765.62	2857.54
1750	11311.5	2468.77	9872.22	2913.38
1751	11210.9	2358.13	9686.03	2671.38
1752	11194.7	2319.35	9789.22	3014.91
1753	11218.4	2393.1	9857.68	2835.21
1754	11197.2	2358.06	10036.3	3106.04
1755	11303.7	2392.44	9875.52	2804.3
1756	11293.2	2407.65	10068.7	2815.1
1757	11366.9	2459.35	10162.1	2829.92
1758	11266.2	2175.41	10420.4	3104.66
1759	11209.9	2199.11	10378.4	2788.18
1760	11254.5	2231.81	10158.7	2800.67
1761	11319.3	2437.57	10120.4	3063.95
1762	11381.6	2401.55	9894.99	3120.73
1763	11326.9	2417	9870.02	2828.22
1764	11358.5	2386.11	9876.6	2997.67
1765	11330.1	2413.24	9963.51	3056.09
1766	11372.8	2429.16	10063.9	3117.13
1767	11345.4	2293.29	10064.3	2984.58
1768	11387.9	2416.12	9917.59	3060.36
1769	11514.4	2561.96	9838.27	2925.26
1770	11595.4	2559.6	10115.8	2936.09
1771	11454.6	2367.99	10180.5	3000.67
1772	11323.9	2274.4	9864.68	3188.26
1773	11407.6	2384.45	10067.5	3178.87
1774	11349.2	2355.98	10022.1	3267.37
1775	11422.2	2495.03	9988.44	2966.04
1776	11448.1	2507.42	9885.73	3236.08
1777	11412.9	2422.99	9909.72	3222.31
1778	11462.2	2495.63	9885.18	3134.79
1779	11359.6	2309.28	10011.6	3192.39
1780	11278.8	2357.09	9982.2	3088.53
1781	11420.7	2506.19	10137.7	2906.98
1782	11444.8	2519.07	10383.7	3040.37
1783	11464.9	2529.32	10644.8	3166.18
1784	11342.6	2438	10280.6	3213.58
1785	11609.8	2486.79	10222.4	3141.23
1786	11544.4	2338.09	10403.6	3123.38
1787	11550.2	2394.96	10818.6	3064.29
1788	11479.1	2397.16	10465.5	2853.68
1789	11481.6	2288.28	10205.2	3114.41
1790	11568.1	2452.14	10230	3089.9
1791	11571.5	2499.34	10609.2	2964.43
1792	11541.2	2362.05	10528.6	2873.35
1793	11622.1	2489.37	10483.7	3133.94
1794	11687.6	2555.07	10170.8	3171.97
1795	11595.1	2437.36	10223.8	3092.48
1796	11454.2	2334.83	10260.1	3096.6
1797	11472.1	2428.24	10840.3	2814.9
1798	11371.7	2348.61	10323	2892.95
1799	11549.6	2489.44	10045.1	3140.16
1800	11371	2234.79	10292	3131.61
1801	11505.4	2228.03	10076.5	3029.49
1802	11588.9	2360.79	10281	2868.39
1803	11590.6	2469.31	10112.7	2811.55
1804	11639.8	2479.66	10167.2	3071.45
1805	11590.4	2519.52	10261.3	3097.01
1806	11641.9	2433.22	10365.3	3073.56
1807	11545	2238.33	10161.4	3106.96
1808	11519.5	2243.81	9936.93	3100.21
1809	11620.5	2327.19	10481.9	3106.59
1810	11521.9	2237.12	10056.7	3037.82
1811	11620.7	2358.67	10811.7	3051.07
1812	11690.9	2452.31	10269.7	3137.55
1813	11634.9	2476.13	10213.8	3130.24
1814	11702.4	2468.66	10342.6	2878.46
1815	11681	2390.35	10895.4	2812.4
1816	11581.9	2314.24	10186.1	2862.04
1817	11656	2567.39	10393.9	3192.07
1818	11756.2	2531.46	10495.2	3158.49
1819	11770.6	2519.6	10575.3	3254.07
1820	11630.5	2558.22	10706.6	3254.97
1821	11885.8	2870.96	10324.6	3112.69
1822	11596.2	2565.48	10690.7	2925.59
1823	11697.7	2536.44	10615.6	2894.68
1824	11723.7	2787.87	10533.5	2901.55
1825	11624.2	2717.49	10786.3	2899.51
1826	11774.9	2814.59	10690.6	3144.54
1827	11805.8	2813.1	10433.4	2999.09
1828	11724.2	2787.32	10509.9	2885.5
1829	11775.3	2768.18	10922.6	2786.92
1830	11719	2705.27	10677.5	2804.74
1831	11736.9	2761.53	10559.1	2681.42
1832	11806.1	2735.36	10671	2655.4
1833	11689.4	2523.23	10430.4	3042.59
1834	11673.1	2327.91	10294.6	2829.2
1835	11748.7	2405.64	10295.7	2645.14
1836	11842	2450.52	10184.8	2631.89
1837	11928.5	2473.09	10191.9	2666.77
1838	11784	2437.23	10719.9	2930.66
1839	11747.1	2449.56	10626	3009.58
1840	11707.5	2301.55	10673	3053.31
1841	11852	2528.12	10740.8	3109.78
1842	11852.1	2497.29	10690.9	2673.15
1843	11859	2542.36	10361.2	2793.31
1844	11916.3	2521.41	10677.8	2960.08
1845	11857.7	2546.23	10660.6	2950.36
1846	11784	2408.29	10610.9	2895.52
1847	11840.3	2427.17	10921.4	2941.65
1848	11726.9	2408.97	10744.8	2785.1
1849	11913.8	2504.44	10756.5	2949.94
1850	12026.7	2523.64	10539.5	3116.21
1851	11744.1	2353.54	10999.5	2865.01
1852	11900.7	2478.11	10384.8	3138.69
1853	11806.8	2378.86	10684.9	2894.64
1854	11941.2	2476.27	10686.5	3145.14
1855	11984.6	2573.31	10549.7	2695.57
1856	12012.6	2521.08	10522.4	2736.02
1857	11923	2466.08	10694.9	3186.12
1858	11925.9	2449.76	10749	2685.69
1859	11718.1	2272.05	10868.3	2947.92
1860	11627.7	2357.84	10816.8	2680.85
1861	11950.4	2501.46	10651.4	2759.87
1862	12006.2	2587.65	10761.1	2967.1
1863	11950.2	2513.45	10747.5	3120.58
1864	11802.1	2282.73	10523.4	2917.27
1865	11973.4	2274.81	11241.2	2740.59
1866	12117.9	2532.28	11293.4	3108.54
1867	12036.3	2473.33	10896.1	2692.05
1868	11938.1	2304.38	10567.6	3153.71
1869	12030.5	2440.22	10941.6	2666.4
1870	11780.7	2406.16	10663.4	2697.32
1871	11852.4	2288.01	10430.9	2872.42
1872	11966.5	2450.63	10248.4	2860.71
1873	11900.3	2470.32	10461.9	3158.9
1874	11942.5	2499.34	11119.9	3273.07
1875	11905.2	2456.82	10214.7	2695.67
1876	11954.9	2407.83	10683.7	2914.03
1877	11950.5	2409.12	10286.8	2702.55
1878	11832.4	2457.19	10416.2	2750.65
1879	11893.4	2261.62	10525.5	2671.03
1880	11994.9	2481.28	10428.1	2702.61
1881	12064.9	2457.38	10419.6	3066.99
1882	12092.9	2424.89	10466.6	3193.47
1883	12084.2	2507.97	10460.6	2785.21
1884	12087.1	2507.23	10264.1	2786.38
1885	12064.2	2263.16	10296.1	2774.93
1886	12076.2	2254.52	9842.85	2715.33
1887	12104.9	2259.92	10361.2	2793.31
1888	12129.2	2401.92	10452.2	3180.59
1889	12034.1	2418.86	10079.4	3067.44
1890	12144.4	2463.44	10383.2	3123.38
1891	12050.2	2425	10503	3056.89
1892	12014.4	2429.62	9933.61	2782.57
1893	12075.2	2439.78	9700.89	2960.34
1894	12083.9	2540.68	10179.3	2762.07
1895	12029.1	2450.12	10087.9	2829.96
1896	12002.3	2455.88	9781.45	2726.16
1897	12017.7	2466.47	9935.05	2802.79
1898	12135.3	2255.05	10552	2781.68
1899	12119	2398.74	9969.41	3262.86
1900	12093.8	2446.2	9958.92	2946.76
1901	12104.4	2276.66	10572	2784.83
1902	11961.6	2454.02	10435.2	3055.42
1903	12212.1	2468.31	10403.2	2729.77
1904	12136.5	2511.96	10228.2	2727.04
1905	12187.5	2521.89	10290.1	2716.14
1906	12243.2	2496.1	9902.86	2912.22
1907	12266.8	2617.92	10504.4	2993.63
1908	12203.8	2561.44	10474.8	2911.17
1909	12201.9	2485.84	10243.6	2863.35
1910	12117.9	2498.94	10549.7	2872.49
1911	12179.6	2540.91	10163.6	2836.96
1912	12129.1	2299.03	10134.9	2964.53
1913	12242.2	2421.29	10578.6	2859.58
1914	12280.2	2588.4	10229.8	2867.43
1915	11860.7	2490.72	9500.79	3289.89
1916	12379.1	2617.51	9890.51	2873.24
1917	12347.8	2560.89	10449.5	2867.81
1918	12204	2516.93	10116.9	2844.31
1919	12214.1	2510.42	10277.5	2953.71
1920	12146.2	2298.26	10390.7	3299.98
1921	12224.6	2366.76	10306.1	2861.99
1922	12215.3	2525.16	10322.5	3322.45
1923	12322.2	2570.41	10598.1	2975.66
